RELU k = 3, Integration points: Nx 600, order 3 
RELU k = 3, Integration points: Nx 600, order 3 
dictionary size: 512
neuron num 		 error 		 order -2.25 		 h10 error 		 order -1.75 
4 		 0.18801316859213105 		 * 		 4.888192197751807 		 * 
8 		 0.18821518685217092 		 -0.001549329101443959 		 4.887522464112977 		 0.00019767790578787924 
16 		 0.18874418644462207 		 -0.004049166269451435 		 4.858756751321156 		 0.00851612616046957 
32 		 0.14675534707229498 		 0.36301913903081734 		 4.00328858411429 		 0.2794015885247634 
64 		 0.0421988007345535 		 1.7981391652208114 		 1.478207925217671 		 1.4373364049681467 
128 		 0.006752152710602475 		 2.643782560603951 		 0.3735280670163708 		 1.984560656962067 
256 		 0.000756957896629038 		 3.1570625710012608 		 0.0682060687246297 		 2.453244635885331 
512 		 0.00013566147748740956 		 2.480201946746136 		 0.017826947860995108 		 1.9358403893303768 

dictionary size: 512
neuron num 		 error 		 order -2.25 		 h10 error 		 order -1.75 
4 		 0.18807194881863043 		 * 		 4.888142172405934 		 * 
8 		 0.1880601213342416 		 9.073117893222008e-05 		 4.887383246185766 		 0.00022400823476029615 
16 		 0.18873368167708957 		 -0.00515795744879756 		 4.8446792783608466 		 0.012661077313665331 
32 		 0.138215001501021 		 0.44943770065567457 		 3.7313317892567195 		 0.3767105112317219 
64 		 0.05099469119230686 		 1.4384952425411917 		 1.6725439662739645 		 1.1576465144201553 
128 		 0.005983164233539319 		 3.091366493395905 		 0.345239009790897 		 2.2763767414709313 
256 		 0.000917291654915476 		 2.7054562445148513 		 0.07734695260636511 		 2.1581791318565124 
512 		 0.00014466179927819742 		 2.6646965139715655 		 0.018862530939184878 		 2.0358211849043246 

dictionary size: 512
neuron num 		 error 		 order -2.25 		 h10 error 		 order -1.75 
4 		 0.18827287737188403 		 * 		 4.888095090622864 		 * 
8 		 0.18805009791989913 		 0.0017081223801806177 		 4.887876460829124 		 6.45288537538427e-05 
16 		 0.18617407924889273 		 0.014464835097940228 		 4.800831823985316 		 0.025923423652877357 
32 		 0.15858053567280747 		 0.23143651837477833 		 4.290596518812829 		 0.1621061597980909 
64 		 0.04492081816934451 		 1.819759594388208 		 1.5282405519685898 		 1.4893065906457144 
128 		 0.005652616415531217 		 2.9903934999598705 		 0.3234299034348387 		 2.2403466702799 
256 		 0.000822656633416069 		 2.7805565010243782 		 0.0710771641098844 		 2.1859950466773856 
512 		 0.00014343184504998023 		 2.5199250235319326 		 0.018571218164337325 		 1.9363176699688294 

dictionary size: 512
neuron num 		 error 		 order -2.25 		 h10 error 		 order -1.75 
4 		 0.1881083508288848 		 * 		 4.888166074217523 		 * 
8 		 0.1880431536142201 		 0.0005001160336056508 		 4.887235023536835 		 0.00027481679584783023 
16 		 0.18483346068252698 		 0.02483782716970977 		 4.759290780040885 		 0.03827188236502501 
32 		 0.1454721774863584 		 0.3454826991025484 		 3.993822894080045 		 0.25297624408571806 
64 		 0.040637755468747906 		 1.839850629030892 		 1.3407400245593295 		 1.5747408385552357 
128 		 0.006267107091790215 		 2.696949169329725 		 0.3294539860214295 		 2.0248806324259006 
256 		 0.0008594309207245126 		 2.8663460573464072 		 0.07394864510317561 		 2.1554813624210465 
512 		 0.00014041854384531336 		 2.6136482112247714 		 0.017715882303496598 		 2.0614803965792006 

dictionary size: 512
neuron num 		 error 		 order -2.25 		 h10 error 		 order -1.75 
4 		 0.1880443525961875 		 * 		 4.888160876622985 		 * 
8 		 0.18883554223852447 		 -0.006057351776420224 		 4.8874730255460275 		 0.00020302710784079474 
16 		 0.1862314070546217 		 0.020033934182446974 		 4.698488441381258 		 0.056892040478741 
32 		 0.1495761854470954 		 0.3162159002422739 		 3.927874563034287 		 0.25844784176950714 
64 		 0.04676459507727168 		 1.6773918961381376 		 1.590586538793801 		 1.3041899913181396 
128 		 0.005832926843399017 		 3.003124810595514 		 0.3096502356711652 		 2.3608474173101204 
256 		 0.0008208352306727414 		 2.8290554213719123 		 0.07116341343366375 		 2.12143192619635 
512 		 0.0001426967312913038 		 2.5241403656562094 		 0.01844701411377836 		 1.9477483963090778 

