
dictionary size: 64
neuron num 		 error 		 order
4 		 0.20300536757142779 		 * 
8 		 0.15433797066754248 		 0.39542483202598916 
16 		 0.08186857042884077 		 0.9147114328849224 
32 		 0.04807186298723338 		 0.7681169884557301 
64 		 0.02455126158189718 		 0.9693955548409009 
128 		 0.011798024256926158 		 1.057251879743476 
256 		 0.005498643148390043 		 1.1013977139343636 
512 		 0.0024943705200317595 		 1.1403998788262155 

dictionary size: 128
neuron num 		 error 		 order
4 		 0.220324497247779 		 * 
8 		 0.10636997141408615 		 1.0505389822191677 
16 		 0.07666210965116796 		 0.47250532578474447 
32 		 0.04569408614038346 		 0.7465062403196435 
64 		 0.0242036620874415 		 0.9167821114892668 
128 		 0.010220075424810243 		 1.2438195046514462 
256 		 0.004841904164027552 		 1.0777594140760183 
512 		 0.002266895603998912 		 1.0948565712798708 

dictionary size: 256
neuron num 		 error 		 order
4 		 0.22279247866703247 		 * 
8 		 0.10619124862427202 		 1.0690356525914544 
16 		 0.06726964307931821 		 0.6586373678171467 
32 		 0.04068892813085386 		 0.7253193275365211 
64 		 0.020255431271986597 		 1.0063274732313765 
128 		 0.010280555226756399 		 0.978390619798092 
256 		 0.0048472295127330945 		 1.0846858831644086 
512 		 0.0021977506673018237 		 1.141132671458279 

dictionary size: 512
neuron num 		 error 		 order
4 		 0.2098284784219183 		 * 
8 		 0.11451550231943239 		 0.8736675835645106 
16 		 0.06670358286717043 		 0.7797067531902815 
32 		 0.03815300468283004 		 0.8059675765265449 
64 		 0.02001147204726247 		 0.9309693827865531 
128 		 0.008996675792908434 		 1.153363356481496 
256 		 0.004469117919221325 		 1.0094019232012477 
512 		 0.0019588620543413006 		 1.1899743065543145 

dictionary size: 1024
neuron num 		 error 		 order
4 		 0.19927445278398404 		 * 
8 		 0.11285939470480406 		 0.8202302496985441 
16 		 0.06607582534787439 		 0.7723320714743633 
32 		 0.03347910972568615 		 0.9808613762228983 
64 		 0.018404632013311155 		 0.8631922599305994 
128 		 0.008400848354980329 		 1.13146197430093 
256 		 0.00393360214069916 		 1.0946839796031582 
512 		 0.001872488763794793 		 1.0708939838388403 

