tanh, Integration points: Nx 3, order 50 
dictionary size: 512
neuron num 		 error 		 order -1.67 		 h10 error 		 order -1.33 
4 		 1.7633543889543324 		 * 		 3.9278258721243473 		 * 
8 		 1.058019584597298 		 0.7369561155795235 		 3.8769641986061956 		 0.01880356095363284 
16 		 2.7768115138858804 		 -1.3920629194646987 		 4.043110686750606 		 -0.0605382875364379 
32 		 8.518660418215164 		 -1.6171973283505927 		 6.136973062710147 		 -0.6020615507230916 
64 		 0.7827311693758559 		 3.4440377795615826 		 1.769876724143115 		 1.793878374119618 
128 		 0.13876246708243167 		 2.4958995001231252 		 0.534517811732414 		 1.7273389481101682 
256 		 0.004012546158195298 		 5.1119555973435755 		 0.08291765997727697 		 2.6884867158833052 
512 		 0.00030995656272042534 		 3.694380032677605 		 0.009525174550788055 		 3.121861967020207 

dictionary size: 512
neuron num 		 error 		 order -1.67 		 h10 error 		 order -1.33 
4 		 0.40827740381877414 		 * 		 3.8590630081014803 		 * 
8 		 0.4340561828081289 		 -0.08833206889454001 		 3.9080754966499414 		 -0.018207738329054573 
16 		 1.1953081220463093 		 -1.4614288610842636 		 4.020537066358443 		 -0.040929892839644655 
32 		 5.16000813899464 		 -2.1099907825794806 		 5.0417850870059375 		 -0.3265463920920768 
64 		 2.618080751033484 		 0.9788637453679465 		 2.2635561318672783 		 1.1553435395452958 
128 		 0.10934886814148652 		 4.581499403484206 		 0.5083659736523848 		 2.154651708011968 
256 		 0.005230950537963784 		 4.3857213485935835 		 0.11613232591884463 		 2.1300978616794914 
512 		 0.00040360078950334134 		 3.6960722267750357 		 0.012419182826793844 		 3.2251274547972457 

dictionary size: 512
neuron num 		 error 		 order -1.67 		 h10 error 		 order -1.33 
4 		 1.3947710110138338 		 * 		 3.8999721483086733 		 * 
8 		 0.8556844504512586 		 0.7048775053030171 		 3.9667678523117873 		 -0.024500147927725206 
16 		 0.5006230268434124 		 0.7733542227902809 		 3.7783066505797316 		 0.07022417208380217 
32 		 4.631392357995108 		 -3.209649426713067 		 4.239377409153013 		 -0.1661126107187196 
64 		 0.7785205109000034 		 2.572639028958522 		 1.5149418648083268 		 1.4845899755456442 
128 		 0.05668374214910968 		 3.7797281386458548 		 0.42774372816524153 		 1.8244438256836044 
256 		 0.0051765319050727345 		 3.4528772337362503 		 0.09065085709951287 		 2.238354135451833 
512 		 0.0004905172825400595 		 3.3996099930861927 		 0.015044870877816911 		 2.591048935811858 

dictionary size: 512
neuron num 		 error 		 order -1.67 		 h10 error 		 order -1.33 
4 		 0.583882681563165 		 * 		 3.8568780206699507 		 * 
8 		 9.880587644885038 		 -4.080846422836283 		 6.36018344990707 		 -0.7216348590973802 
16 		 16.340251699408682 		 -0.7257614531002844 		 9.733149664167877 		 -0.6138383607123333 
32 		 2.8009099851702546 		 2.5444626820577376 		 3.464396245770905 		 1.490302789169449 
64 		 0.21239638449482653 		 3.721064505973375 		 1.5413257399518525 		 1.168432160356845 
128 		 0.08832014887947542 		 1.2659446990057688 		 0.5988124188969058 		 1.3639957424845592 
256 		 0.007411434220093652 		 3.5749179469494328 		 0.12932637194075702 		 2.2110876458112547 
512 		 0.0003417146424167283 		 4.4388887785260245 		 0.01060158877234649 		 3.6086641053858264 

dictionary size: 512
neuron num 		 error 		 order -1.67 		 h10 error 		 order -1.33 
4 		 0.6204768387295275 		 * 		 3.913614976046411 		 * 
8 		 1.8602309810113205 		 -1.5840325056032036 		 4.721134326029976 		 -0.2706317014999924 
16 		 23.82394010880179 		 -3.6788583582237826 		 14.125951195635597 		 -1.5811425808987445 
32 		 2.9526714106759693 		 3.0123193126630134 		 3.767179532800113 		 1.9067913225147617 
64 		 0.6432698705308671 		 2.198524792018016 		 1.6487695377520104 		 1.1920950341975436 
128 		 0.15532795704197636 		 2.0501065976102515 		 0.6123780824262484 		 1.4288952018738053 
256 		 0.009301742069707974 		 4.061672773920703 		 0.12782674196904031 		 2.2602329617821257 
512 		 0.0005362760456252068 		 4.116453217950799 		 0.01629439736385176 		 2.9717417854252393 

